filename,p0,p1,p2,p3,p4,correct_idx,lambda
n01440764_4737.JPEG,0.28956,0.13822,0.05486,0.01326,0.00555,2,1.3715
n01440764_4744.JPEG,0.40729,0.06025,0.00276,0.00206,0.00187,1,3.2294
n01440764_485.JPEG,0.21643,0.06408,0.03139,0.02587,0.02249,0,1.709
n01440764_4906.JPEG,0.58449,0.08747,0.0394,0.01668,0.0121,0,2.9983
n01440764_4979.JPEG,0.67858,0.07995,0.04617,0.04523,0.01783,0,3.3346
n01440764_4980.JPEG,0.639,0.06116,0.06065,0.05422,0.0193,0,3.5503
n01440764_5003.JPEG,0.56639,0.06122,0.03798,0.02571,0.02005,0,3.4893
n01440764_505.JPEG,0.52081,0.03191,0.02864,0.01597,0.00774,0,4.4648
n01440764_5066.JPEG,0.42404,0.03193,0.01973,0.01151,0.00488,0,4.1594
n01440764_5068.JPEG,0.57502,0.01574,0.01043,0.00958,0.0027,0,5.9357
n01440764_5087.JPEG,0.51748,0.00668,0.00497,0.00363,0.00361,0,7.2175
n01440764_5089.JPEG,0.35518,0.00913,0.00633,0.00524,0.00495,0,6.0416
n01440764_5103.JPEG,0.37915,0.02008,0.01933,0.01463,0.01196,0,4.7169
n01440764_5133.JPEG,0.19914,0.10822,0.06932,0.01864,0.01535,0,1.0293
n01440764_5154.JPEG,0.23058,0.14316,0.08687,0.04362,0.01272,1,0.8975
n01440764_519.JPEG,0.43018,0.04849,0.01187,0.0112,0.00984,0,3.5738
n01440764_5209.JPEG,0.63549,0.00606,0.00405,0.00323,0.00307,0,7.7332
n01440764_5213.JPEG,0.28055,0.21561,0.01107,0.00855,0.00499,0,1.2438
n01440764_5225.JPEG,0.57631,0.0032,0.00247,0.002,0.00198,0,8.6415
n01440764_5232.JPEG,0.43581,0.02978,0.0108,0.01007,0.00751,0,4.3961
n01440764_5256.JPEG,0.70484,0.01561,0.00807,0.00625,0.00581,0,6.3122
n01440764_5295.JPEG,0.47751,0.04747,0.02357,0.02192,0.02118,0,3.6864
n01440764_5314.JPEG,0.69946,0.00625,0.00311,0.00168,0.0015,0,7.8482
n01440764_5339.JPEG,0.63495,0.11495,0.01192,0.01092,0.00523,0,2.8794
n01440764_5345.JPEG,0.57868,0.01816,0.01431,0.00607,0.00398,3,5.6866
n01440764_5361.JPEG,0.14581,0.0835,0.02955,0.02602,0.02383,2,1.023
n01440764_5376.JPEG,0.45986,0.05727,0.03567,0.00682,0.00615,0,3.2545
n01440764_5428.JPEG,0.43313,0.1287,0.04142,0.03852,0.02865,0,1.9019
n01440764_5501.JPEG,0.5466,0.00439,0.00394,0.00224,0.00217,0,8.0165
n01440764_5633.JPEG,0.31627,0.01451,0.01085,0.00673,0.00641,0,5.0204
n01440764_5634.JPEG,0.56296,0.05066,0.02793,0.02722,0.02042,-1,3.8462
n01440764_5658.JPEG,0.5097,0.02988,0.00573,0.00391,0.00263,0,4.6995
n01440764_5698.JPEG,0.46892,0.02288,0.01125,0.00776,0.00591,0,4.9561
n01440764_574.JPEG,0.6524,0.00161,0.00146,0.00145,0.00138,-1,9.9999
n01440764_5781.JPEG,0.51299,0.01761,0.01598,0.01106,0.00909,0,5.5128
n01440764_5969.JPEG,0.51347,0.01946,0.0157,0.01172,0.0069,0,5.3502
n01440764_5990.JPEG,0.46214,0.03513,0.0079,0.00602,0.00421,0,4.252
n01440764_6159.JPEG,0.45901,0.02234,0.00892,0.00653,0.00565,0,4.9766
n01440764_6174.JPEG,0.58549,0.02853,0.01739,0.01519,0.01282,0,4.9356
n01440764_6206.JPEG,0.2789,0.17499,0.09456,0.01431,0.01318,0,1.0357
n01440764_622.JPEG,0.3426,0.02057,0.01055,0.01005,0.00753,0,4.5857
n01440764_6246.JPEG,0.10711,0.09114,0.04487,0.02158,0.01989,0,0.7186
n01440764_6268.JPEG,0.57354,0.00883,0.00742,0.00606,0.00442,0,6.9124
n01440764_6288.JPEG,0.55293,0.00827,0.00261,0.00255,0.00234,0,6.9889
n01440764_6301.JPEG,0.51535,0.05844,0.05776,0.02806,0.01654,0,3.2351
n01440764_6341.JPEG,0.50732,0.22331,0.00675,0.0064,0.00352,0,1.7643
n01440764_6391.JPEG,0.34126,0.16287,0.0567,0.00777,0.00754,1,1.4268
n01440764_6399.JPEG,0.44016,0.06082,0.01482,0.00577,0.00506,0,3.2441
n01440764_6421.JPEG,0.48363,0.07348,0.03796,0.01598,0.0148,0,2.932
n01440764_6485.JPEG,0.24651,0.10478,0.03082,0.01884,0.01169,-1,1.5127
n01440764_6500.JPEG,0.55024,0.04191,0.01413,0.01018,0.00934,0,4.2172
n01440764_6524.JPEG,0.39202,0.01071,0.00743,0.00619,0.00608,0,5.9362
n01440764_6543.JPEG,0.55385,0.0061,0.00517,0.00511,0.0037,0,7.4828
n01440764_6548.JPEG,0.36053,0.08963,0.03187,0.00788,0.00787,0,2.2348
n01440764_6550.JPEG,0.24687,0.05992,0.0111,0.00684,0.00569,0,2.378
n01440764_658.JPEG,0.49304,0.05312,0.02138,0.02132,0.01483,0,3.5811
n01440764_6628.JPEG,0.66721,0.01381,0.00695,0.00644,0.0064,0,6.4282
n01440764_6641.JPEG,0.6167,0.14909,0.02469,0.00924,0.0073,0,2.4124
n01440764_6642.JPEG,0.53386,0.04879,0.01991,0.01105,0.00991,0,3.8803
n01440764_6643.JPEG,0.56635,0.01229,0.00928,0.00543,0.00411,1,6.3291
n01440764_6647.JPEG,0.64908,0.01376,0.00514,0.0034,0.00323,0,6.3974
n01440764_6672.JPEG,0.56316,0.01153,0.01056,0.00602,0.00554,0,6.4177
n01440764_6697.JPEG,0.43781,0.08565,0.01617,0.00931,0.00582,0,2.7085
n01440764_6706.JPEG,0.36028,0.01613,0.01131,0.00876,0.00713,0,5.0704
n01440764_6707.JPEG,0.52252,0.27692,0.00227,0.0017,0.00169,0,1.6075
n01440764_6719.JPEG,0.52351,0.16325,0.02237,0.01901,0.0183,0,2.0524
n01440764_6786.JPEG,0.37546,0.02908,0.01906,0.01743,0.01628,0,4.0875
n01440764_6812.JPEG,0.29242,0.27852,0.05215,0.03292,0.0279,0,0.9291
n01440764_6831.JPEG,0.5616,0.03641,0.01814,0.00819,0.00601,0,4.4596
n01440764_6870.JPEG,0.31254,0.01254,0.012,0.01185,0.00963,0,5.2239
n01440764_6917.JPEG,0.2997,0.04027,0.02618,0.01115,0.0069,2,3.0839
n01440764_6936.JPEG,0.14471,0.12422,0.0353,0.02084,0.01799,-1,0.8874
n01440764_6958.JPEG,0.24493,0.11993,0.08613,0.02724,0.01818,-1,1.0511
n01440764_6964.JPEG,0.41287,0.0137,0.00772,0.00679,0.00507,0,5.6137
n01440764_6974.JPEG,0.56051,0.00576,0.00498,0.00418,0.00385,0,7.5999
n01440764_6975.JPEG,0.52578,0.00669,0.00623,0.00559,0.0047,0,7.2337
n01440764_7016.JPEG,0.49653,0.03526,0.02837,0.01315,0.01013,0,4.2164
n01440764_7044.JPEG,0.4723,0.0463,0.00519,0.00397,0.00275,0,3.8624
n01440764_7142.JPEG,0.57024,0.0082,0.00685,0.00564,0.00543,0,7.0293
n01440764_7153.JPEG,0.59245,0.08278,0.01835,0.01577,0.01431,0,3.2245
n01440764_7157.JPEG,0.39976,0.01501,0.01239,0.01152,0.01056,0,5.3628
n01440764_7269.JPEG,0.4333,0.00916,0.00525,0.00517,0.00412,0,6.387
n01440764_7274.JPEG,0.49221,0.05844,0.017,0.01069,0.01021,0,3.4711
n01440764_7277.JPEG,0.45889,0.12824,0.01276,0.00696,0.00682,0,2.2533
n01440764_7302.JPEG,0.49327,0.00586,0.00495,0.00367,0.00354,0,7.3544
n01440764_7304.JPEG,0.48322,0.00693,0.00301,0.0028,0.00267,0,7.0537
n01440764_7324.JPEG,0.47663,0.05538,0.03207,0.03039,0.0279,-1,3.3574
n01440764_7326.JPEG,0.24021,0.12578,0.06891,0.03324,0.01762,1,1.0703
n01440764_7425.JPEG,0.43057,0.08168,0.02955,0.02609,0.02095,1,2.6082
n01440764_7426.JPEG,0.33111,0.02895,0.00518,0.00492,0.00467,0,4.0283
n01440764_7519.JPEG,0.58966,0.07746,0.05106,0.01446,0.01154,0,3.1322
n01440764_7548.JPEG,0.3932,0.01224,0.00881,0.00729,0.0072,0,5.7066
n01440764_7585.JPEG,0.39131,0.03327,0.03116,0.0037,0.00366,0,3.8505
n01440764_7637.JPEG,0.53889,0.04761,0.02114,0.01119,0.00658,0,3.9286
n01440764_7638.JPEG,0.53645,0.01772,0.01207,0.00564,0.00352,0,5.6092
n01440764_7647.JPEG,0.41281,0.00748,0.00664,0.00589,0.0058,0,6.6299
n01440764_7671.JPEG,0.27209,0.12769,0.09844,0.02102,0.02096,0,1.0867
n01440764_7677.JPEG,0.50646,0.35995,0.00503,0.00222,0.00113,0,1.3553
n01440764_7715.JPEG,0.50622,0.02096,0.01279,0.01114,0.00838,0,5.2222
n01440764_7746.JPEG,0.55187,0.00873,0.00667,0.00341,0.00334,0,6.8705
n01440764_7754.JPEG,0.65995,0.01236,0.0087,0.00294,0.00235,0,6.5858
n01440764_7772.JPEG,0.24863,0.19772,0.05869,0.05343,0.02333,3,0.8866
n01440764_7774.JPEG,0.58421,0.00676,0.00624,0.00386,0.00306,0,7.3961
n01440764_7786.JPEG,0.49785,0.00642,0.00516,0.00507,0.0047,0,7.2164
n01440764_7787.JPEG,0.34118,0.01184,0.01095,0.01093,0.00825,-1,5.4892
n01440764_7819.JPEG,0.513,0.02654,0.02593,0.02139,0.01051,0,4.7566
n01440764_7820.JPEG,0.45013,0.04945,0.04452,0.03339,0.02679,0,3.3168
n01440764_7846.JPEG,0.65996,0.01033,0.00799,0.00518,0.00497,0,6.8879
n01440764_7857.JPEG,0.46936,0.00995,0.00763,0.00694,0.00548,1,6.3678
n01440764_7889.JPEG,0.56722,0.08312,0.01858,0.0058,0.00561,0,3.1593
n01440764_7897.JPEG,0.60158,0.00432,0.00397,0.00389,0.00354,0,8.205
n01440764_7908.JPEG,0.55242,0.00492,0.00432,0.00393,0.00386,0,7.842
n01440764_7913.JPEG,0.2968,0.28845,0.03617,0.01621,0.00969,1,1.0234
n01440764_7946.JPEG,0.39124,0.06855,0.02872,0.02587,0.01737,-1,2.7035
n01440764_7950.JPEG,0.79292,0.01443,0.00687,0.00543,0.00454,0,6.6487
n01440764_7963.JPEG,0.55062,0.03382,0.02646,0.00496,0.00407,3,4.4944
n01440764_7967.JPEG,0.09607,0.04527,0.02904,0.02376,0.01907,-1,0.8875
n01440764_7985.JPEG,0.64814,0.01681,0.01463,0.01143,0.01001,0,6.0099
n01440764_7988.JPEG,0.36706,0.11029,0.07668,0.02515,0.01959,0,1.6424
n01440764_8003.JPEG,0.48379,0.01682,0.00705,0.00594,0.00582,0,5.5512
n01440764_8012.JPEG,0.47877,0.05915,0.03046,0.00607,0.00503,0,3.3175
n01440764_8030.JPEG,0.25401,0.22023,0.01199,0.00465,0.00464,1,1.1698
n01440764_8045.JPEG,0.42227,0.04514,0.01506,0.00859,0.00629,0,3.6351
n01440764_8067.JPEG,0.46412,0.0749,0.00869,0.00513,0.00459,-1,3.0557
n01440764_8077.JPEG,0.4715,0.0092,0.00454,0.00373,0.00351,0,6.5293
n01440764_8164.JPEG,0.58541,0.00976,0.00778,0.00262,0.00209,0,6.7791
n01440764_8210.JPEG,0.3853,0.02699,0.00838,0.00787,0.0075,0,4.3667
n01440764_8221.JPEG,0.44065,0.10964,0.05463,0.0251,0.01634,0,2.0865
n01440764_8243.JPEG,0.43548,0.01224,0.01167,0.01157,0.01143,0,5.8598
n01440764_8246.JPEG,0.44423,0.02191,0.00542,0.0049,0.00473,1,4.9801
n01440764_827.JPEG,0.30473,0.1651,0.02472,0.01703,0.00805,0,1.4195
n01440764_8302.JPEG,0.46331,0.04295,0.00673,0.00618,0.00538,0,3.9382
n01440764_8312.JPEG,0.56704,0.00556,0.00456,0.00394,0.00374,0,7.681
n01440764_8347.JPEG,0.52331,0.0105,0.00982,0.00744,0.00583,0,6.4508
n01440764_8374.JPEG,0.39678,0.03037,0.01013,0.00924,0.00893,0,4.2075
n01440764_8398.JPEG,0.1182,0.08127,0.06197,0.03387,0.02862,1,0.6118
n01440764_8409.JPEG,0.56648,0.05135,0.01504,0.01189,0.00981,0,3.9302
n01440764_8442.JPEG,0.68972,0.01468,0.00315,0.00174,0.00129,0,6.4023
n01440764_8453.JPEG,0.47549,0.00708,0.00671,0.00623,0.00499,0,6.9638
n01440764_8504.JPEG,0.6091,0.03132,0.02125,0.00876,0.00822,0,4.8318
n01440764_8548.JPEG,0.3719,0.09745,0.04546,0.02509,0.02489,0,2.002
n01440764_8622.JPEG,0.29953,0.20048,0.05615,0.03641,0.02035,-1,1.0804
n01440764_866.JPEG,0.11968,0.09194,0.02784,0.02382,0.0184,1,0.8762
n01440764_8673.JPEG,0.41463,0.10042,0.00541,0.00485,0.00434,1,2.4848
n01440764_8688.JPEG,0.13049,0.09152,0.03424,0.02841,0.02241,-1,0.8561
n01440764_8708.JPEG,0.38616,0.02327,0.0191,0.01446,0.01394,0,4.5093
n01440764_8782.JPEG,0.25745,0.23873,0.00473,0.00354,0.00284,1,1.1596
n01440764_8783.JPEG,0.47123,0.01702,0.00957,0.00641,0.0063,0,5.4679
n01440764_8801.JPEG,0.4812,0.10881,0.02788,0.01232,0.01102,0,2.439
n01440764_8805.JPEG,0.46497,0.00593,0.00591,0.00401,0.00395,0,7.227
n01440764_8813.JPEG,0.4565,0.11907,0.02074,0.01826,0.01552,0,2.2657
n01440764_8826.JPEG,0.43751,0.21723,0.02183,0.01859,0.01497,0,1.5468
n01440764_8878.JPEG,0.57649,0.08437,0.02405,0.00731,0.00627,0,3.1307
n01440764_8903.JPEG,0.37118,0.24582,0.02175,0.01123,0.00684,0,1.3251
n01440764_8917.JPEG,0.36124,0.22677,0.03112,0.01063,0.00907,1,1.3284
n01440764_9093.JPEG,0.35839,0.15289,0.04771,0.01013,0.0063,1,1.5645
n01440764_910.JPEG,0.57147,0.02557,0.02252,0.00717,0.00701,-1,5.046
n01440764_9152.JPEG,0.07287,0.02927,0.02597,0.02596,0.0165,-1,0.7342
n01440764_9178.JPEG,0.22105,0.13853,0.02512,0.02454,0.01822,-1,1.1946
n01440764_9191.JPEG,0.37268,0.02241,0.01647,0.01072,0.00903,0,4.5355
n01440764_9217.JPEG,0.34105,0.14406,0.04577,0.04041,0.02382,0,1.4389
n01440764_9229.JPEG,0.62073,0.02501,0.01051,0.00337,0.00233,0,5.3
n01440764_9244.JPEG,0.54802,0.01067,0.01027,0.00292,0.00266,1,6.502
n01440764_9378.JPEG,0.58562,0.01512,0.00949,0.00854,0.00778,0,6.0399
n01440764_9437.JPEG,0.34629,0.02673,0.01014,0.00911,0.00688,0,4.1796
n01440764_9463.JPEG,0.60874,0.00963,0.00879,0.00873,0.00602,0,6.8617
n01440764_9504.JPEG,0.461,0.06275,0.01119,0.01118,0.00974,0,3.2888
n01440764_9518.JPEG,0.61955,0.01669,0.01528,0.00811,0.00803,0,5.9401
n01440764_9567.JPEG,0.57848,0.01032,0.00748,0.00721,0.0066,0,6.6668
n01440764_9595.JPEG,0.46307,0.00343,0.00339,0.00296,0.00271,0,8.1509
n01440764_9638.JPEG,0.32531,0.05384,0.02267,0.02223,0.01032,0,2.8016
n01440764_9649.JPEG,0.44258,0.0119,0.01033,0.00907,0.00753,0,5.9468
n01440764_9665.JPEG,0.29232,0.02147,0.02097,0.01775,0.01521,0,4.0884
n01440764_9678.JPEG,0.32591,0.02427,0.01241,0.00606,0.00516,0,4.211
n01440764_9695.JPEG,0.64482,0.00486,0.00383,0.00306,0.00306,0,8.1266
n01440764_9697.JPEG,0.21282,0.11048,0.01738,0.01211,0.0092,0,1.4422
n01440764_97.JPEG,0.62682,0.01227,0.00627,0.00463,0.00327,0,6.5227
n01440764_9706.JPEG,0.33025,0.03152,0.02384,0.0166,0.01451,0,3.6657
n01440764_9720.JPEG,0.28574,0.03118,0.01169,0.0084,0.00798,0,3.5779
n01440764_9776.JPEG,0.40173,0.16745,0.1162,0.02653,0.02332,1,1.2623
n01440764_9780.JPEG,0.31167,0.22842,0.10308,0.0281,0.02708,0,0.9352
n01440764_9788.JPEG,0.50004,0.01151,0.00389,0.00365,0.00325,0,6.2606
n01440764_9846.JPEG,0.52521,0.01364,0.00647,0.00547,0.0052,0,6.044
n01440764_9855.JPEG,0.4288,0.00711,0.00634,0.00515,0.00487,0,6.7824
n01440764_9864.JPEG,0.37944,0.12768,0.00719,0.00709,0.00674,1,2.0403
n01440764_9885.JPEG,0.53079,0.00539,0.0051,0.00419,0.00331,0,7.6173
n01440764_9939.JPEG,0.42287,0.13729,0.03738,0.0086,0.00785,0,1.925
n01440764_9962.JPEG,0.49072,0.00765,0.00449,0.00401,0.00352,0,6.9047
n01440764_9973.JPEG,0.61843,0.00349,0.00341,0.00238,0.00218,0,8.6103
n01440764_9981.JPEG,0.60343,0.00676,0.00454,0.00383,0.00291,0,7.4608
